name,category
http://bio2rdf.org/drugbank:DB00380,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB01234,Anti-Inflammatory-Agents
http://bio2rdf.org/drugbank:DB01234,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB01234,Glucocorticoids
http://bio2rdf.org/drugbank:DB01234,Antiemetics
http://bio2rdf.org/drugbank:DB00541,Tubulin-Modulators
http://bio2rdf.org/drugbank:DB00541,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB01204,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB01204,Analgesics
http://bio2rdf.org/drugbank:DB00694,Antibiotics
http://bio2rdf.org/drugbank:DB00445,Antibiotics
http://bio2rdf.org/drugbank:DB00023,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00773,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00860,Anti-Inflammatory-Agents
http://bio2rdf.org/drugbank:DB00860,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00860,Glucocorticoids
http://bio2rdf.org/drugbank:DB01008,Myeloablative-Agonists
http://bio2rdf.org/drugbank:DB01008,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB01008,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB01008,Alkylating-Agents
http://bio2rdf.org/drugbank:DB01030,Topoisomerase-I-Inhibitors
http://bio2rdf.org/drugbank:DB00262,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00853,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00276,Intercalating-Agents
http://bio2rdf.org/drugbank:DB00276,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00976,Ketolides
http://bio2rdf.org/drugbank:DB00618,Tetracyclines
http://bio2rdf.org/drugbank:DB00618,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB01211,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB01211,Protein-Synthesis-Inhibitors
http://bio2rdf.org/drugbank:DB01211,Macrolides
http://bio2rdf.org/drugbank:DB00199,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB00199,Gastrointestinal-Agents
http://bio2rdf.org/drugbank:DB00199,Protein-Synthesis-Inhibitors
http://bio2rdf.org/drugbank:DB00199,Macrolides
http://bio2rdf.org/drugbank:DB00798,Aminoglycosides
http://bio2rdf.org/drugbank:DB00759,Antiprotozoal-Agents
http://bio2rdf.org/drugbank:DB00759,Tetracyclines
http://bio2rdf.org/drugbank:DB00759,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB00759,Protein-Synthesis-Inhibitors
http://bio2rdf.org/drugbank:DB00560,Tetracyclines
http://bio2rdf.org/drugbank:DB00560,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB00254,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB00254,Antimalarials
http://bio2rdf.org/drugbank:DB00254,Tetracyclines
http://bio2rdf.org/drugbank:DB01361,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB01361,Macrolides
http://bio2rdf.org/drugbank:DB01017,Tetracyclines
http://bio2rdf.org/drugbank:DB01017,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB00452,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB00452,Aminoglycosides
http://bio2rdf.org/drugbank:DB00452,Antibiotics
http://bio2rdf.org/drugbank:DB00595,Tetracyclines
http://bio2rdf.org/drugbank:DB00207,Macrolides
http://bio2rdf.org/drugbank:DB00207,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB03615,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB03615,Aminoglycosides
http://bio2rdf.org/drugbank:DB00184,Autonomic-Agents
http://bio2rdf.org/drugbank:DB00184,Appetite-Depressants
http://bio2rdf.org/drugbank:DB00184,Ganglionic-Stimulants
http://bio2rdf.org/drugbank:DB00184,Nicotinic-Agonists
http://bio2rdf.org/drugbank:DB00659,Alcohol-Deterrents
http://bio2rdf.org/drugbank:DB04982,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB04982,Anticonvulsants
http://bio2rdf.org/drugbank:DB00898,Central-Nervous-System-Depressants
http://bio2rdf.org/drugbank:DB00898,Anti-Infective-Agents
http://bio2rdf.org/drugbank:DB00898,Solvents
http://bio2rdf.org/drugbank:DB01043,Antiparkinson-Agents
http://bio2rdf.org/drugbank:DB01043,Dopamine-Agents
http://bio2rdf.org/drugbank:DB01043,Excitatory-Amino-Acid-Antagonists
http://bio2rdf.org/drugbank:DB01043,Antidyskinetics
http://bio2rdf.org/drugbank:DB00848,Antinematodal-Agents
http://bio2rdf.org/drugbank:DB00848,Antirheumatic-Agents
http://bio2rdf.org/drugbank:DB00848,Adjuvants
http://bio2rdf.org/drugbank:DB01213,Antidotes
http://bio2rdf.org/drugbank:DB00138,Non-Essential-Amino-Acids
http://bio2rdf.org/drugbank:DB00138,Micronutrients
http://bio2rdf.org/drugbank:DB00138,Supplements
http://bio2rdf.org/drugbank:DB00138,Dietary-Supplements
http://bio2rdf.org/drugbank:DB01273,Nicotinic-Agonists
http://bio2rdf.org/drugbank:DB00915,Analgesics
http://bio2rdf.org/drugbank:DB00915,Antiparkinson-Agents
http://bio2rdf.org/drugbank:DB00915,Dopamine-Agents
http://bio2rdf.org/drugbank:DB00915,Antiviral-Agents
http://bio2rdf.org/drugbank:DB00949,Anticonvulsants
http://bio2rdf.org/drugbank:DB00431,Insecticides
http://bio2rdf.org/drugbank:DB00431,Antiscabies-Agents
http://bio2rdf.org/drugbank:DB01520,Neuroprotective-Agents
http://bio2rdf.org/drugbank:DB00237,Barbiturates
http://bio2rdf.org/drugbank:DB00237,Hypnotics-and-Sedatives
http://bio2rdf.org/drugbank:DB06151,Antiviral-Agents
http://bio2rdf.org/drugbank:DB06151,Free-Radical-Scavengers
http://bio2rdf.org/drugbank:DB06151,Expectorants
http://bio2rdf.org/drugbank:DB00619,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00619,Protein-Kinase-Inhibitors
http://bio2rdf.org/drugbank:DB06366,Monoclonal-antibodies
http://bio2rdf.org/drugbank:DB01259,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB01259,Protein-Kinase-Inhibitors
http://bio2rdf.org/drugbank:DB08896,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB08885,Ophthalmics
http://bio2rdf.org/drugbank:DB08885,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB04868,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB05216,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB05773,Tubulin-Modulators
http://bio2rdf.org/drugbank:DB05773,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB05773,Monoclonal-antibodies
http://bio2rdf.org/drugbank:DB00102,Angiogenesis-Inducing-Agents
http://bio2rdf.org/drugbank:DB00004,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00041,Anti-HIV-Agents
http://bio2rdf.org/drugbank:DB00041,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB05014,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00020,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB00024,Diagnostic-Agents
http://bio2rdf.org/drugbank:DB00697,Neuromuscular-Agents
http://bio2rdf.org/drugbank:DB00697,Muscle-Relaxants
http://bio2rdf.org/drugbank:DB00697,Parasympatholytics
http://bio2rdf.org/drugbank:DB00697,Anticonvulsants
http://bio2rdf.org/drugbank:DB00697,Adrenergic-alpha-2-Receptor-Agonists
http://bio2rdf.org/drugbank:DB00697,Analgesics
http://bio2rdf.org/drugbank:DB01253,Oxytocics
http://bio2rdf.org/drugbank:DB00633,Analgesics
http://bio2rdf.org/drugbank:DB00633,Adrenergic-alpha-2-Receptor-Agonists
http://bio2rdf.org/drugbank:DB00633,Hypnotics-and-Sedatives
http://bio2rdf.org/drugbank:DB00353,Oxytocics
http://bio2rdf.org/drugbank:DB01403,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB01403,Analgesics
http://bio2rdf.org/drugbank:DB01403,Dopamine-Antagonists
http://bio2rdf.org/drugbank:DB01100,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB01100,Dopamine-Antagonists
http://bio2rdf.org/drugbank:DB01100,Anti-Dyskinesia-Agents
http://bio2rdf.org/drugbank:DB00629,Adrenergic-alpha-2-Receptor-Agonists
http://bio2rdf.org/drugbank:DB00629,Antihypertensive-Agents
http://bio2rdf.org/drugbank:DB01608,Phenothiazines
http://bio2rdf.org/drugbank:DB06694,Nasal-Decongestants
http://bio2rdf.org/drugbank:DB01018,Adrenergic-alpha-2-Receptor-Agonists
http://bio2rdf.org/drugbank:DB01018,Antihypertensive-Agents
http://bio2rdf.org/drugbank:DB01049,Adrenergic-alpha-Antagonists
http://bio2rdf.org/drugbank:DB01049,Vasodilator-Agents
http://bio2rdf.org/drugbank:DB01049,Nootropic-Agents
http://bio2rdf.org/drugbank:DB00964,Ophthalmics
http://bio2rdf.org/drugbank:DB00964,Anti-glaucoma-Agents
http://bio2rdf.org/drugbank:DB00964,EENT-Preparations
http://bio2rdf.org/drugbank:DB00964,Adrenergic-alpha-2-Receptor-Agonists
http://bio2rdf.org/drugbank:DB00865,Sympathomimetics
http://bio2rdf.org/drugbank:DB00865,Adrenergic-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00865,Dopamine-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00865,Central-Nervous-System-Stimulants
http://bio2rdf.org/drugbank:DB00865,Adrenergic-Agents
http://bio2rdf.org/drugbank:DB00865,Dopamine-Agents
http://bio2rdf.org/drugbank:DB00397,Appetite-Depressants
http://bio2rdf.org/drugbank:DB00397,Adrenergic-alpha-Agonists
http://bio2rdf.org/drugbank:DB00397,Sympathomimetics
http://bio2rdf.org/drugbank:DB00397,Nasal-Decongestants
http://bio2rdf.org/drugbank:DB01591,Antispasmodics
http://bio2rdf.org/drugbank:DB01591,Anti-Incontinence-Agents
http://bio2rdf.org/drugbank:DB01591,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB01085,Cholinergic-Agents
http://bio2rdf.org/drugbank:DB00342,Histamine-H1-Antagonists
http://bio2rdf.org/drugbank:DB00342,Anti-Arrhythmia-Agents
http://bio2rdf.org/drugbank:DB00342,Histamine-Antagonists
http://bio2rdf.org/drugbank:DB00383,Cholinergic-Antagonists
http://bio2rdf.org/drugbank:DB00383,Antispasmodics
http://bio2rdf.org/drugbank:DB00332,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00332,Bronchodilator-Agents
http://bio2rdf.org/drugbank:DB00332,Cholinergic-Antagonists
http://bio2rdf.org/drugbank:DB00332,Antispasmodics
http://bio2rdf.org/drugbank:DB01062,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB01062,Cholinergic-Antagonists
http://bio2rdf.org/drugbank:DB01062,Antispasmodics
http://bio2rdf.org/drugbank:DB01062,Parasympatholytics
http://bio2rdf.org/drugbank:DB01062,Muscle-Relaxants
http://bio2rdf.org/drugbank:DB00424,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00424,Antispasmodics
http://bio2rdf.org/drugbank:DB00424,Anti-Arrhythmia-Agents
http://bio2rdf.org/drugbank:DB00517,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00517,Cholinergic-Antagonists
http://bio2rdf.org/drugbank:DB00986,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00986,Adjuvants
http://bio2rdf.org/drugbank:DB00986,Cholinergic-Antagonists
http://bio2rdf.org/drugbank:DB00376,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00376,Antidyskinetics
http://bio2rdf.org/drugbank:DB00376,Antiparkinson-Agents
http://bio2rdf.org/drugbank:DB00810,Parasympatholytics
http://bio2rdf.org/drugbank:DB00810,Antidyskinetics
http://bio2rdf.org/drugbank:DB00810,Antiparkinson-Agents
http://bio2rdf.org/drugbank:DB00810,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00496,Antispasmodic-Agents
http://bio2rdf.org/drugbank:DB01409,Cholinergic-Antagonists
http://bio2rdf.org/drugbank:DB00387,Antidyskinetics
http://bio2rdf.org/drugbank:DB00387,Antiparkinson-Agents
http://bio2rdf.org/drugbank:DB00387,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00505,Antispasmodics
http://bio2rdf.org/drugbank:DB00505,Cholinergic-Antagonists
http://bio2rdf.org/drugbank:DB00725,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00725,Antispasmodics
http://bio2rdf.org/drugbank:DB00245,Dopamine-Uptake-Inhibitors
http://bio2rdf.org/drugbank:DB00245,Parasympatholytics
http://bio2rdf.org/drugbank:DB00245,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00245,Antidyskinetics
http://bio2rdf.org/drugbank:DB00245,Antiparkinson-Agents
http://bio2rdf.org/drugbank:DB01173,Parasympatholytics
http://bio2rdf.org/drugbank:DB01173,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB01173,Muscle-Relaxants
http://bio2rdf.org/drugbank:DB01173,Antidyskinetics
http://bio2rdf.org/drugbank:DB01173,Antiparkinson-Agents
http://bio2rdf.org/drugbank:DB00411,Cholinergic-Agonists
http://bio2rdf.org/drugbank:DB00411,Analgesics
http://bio2rdf.org/drugbank:DB00411,Miotics
http://bio2rdf.org/drugbank:DB00411,Cardiotonic-Agents
http://bio2rdf.org/drugbank:DB00940,Antispasmodics
http://bio2rdf.org/drugbank:DB00940,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00940,Cholinergic-Antagonists
http://bio2rdf.org/drugbank:DB00782,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00782,Antispasmodics
http://bio2rdf.org/drugbank:DB00782,Anti-Ulcer-Agents
http://bio2rdf.org/drugbank:DB00462,Antispasmodics
http://bio2rdf.org/drugbank:DB00462,Parasympatholytics
http://bio2rdf.org/drugbank:DB00462,Cholinergic-Antagonists
http://bio2rdf.org/drugbank:DB00979,Mydriatics
http://bio2rdf.org/drugbank:DB00979,Parasympatholytics
http://bio2rdf.org/drugbank:DB00979,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00809,Mydriatics
http://bio2rdf.org/drugbank:DB00809,Diagnostic-Agents
http://bio2rdf.org/drugbank:DB00809,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00835,Histamine-H1-Antagonists
http://bio2rdf.org/drugbank:DB00835,Anti-Allergic-Agents
http://bio2rdf.org/drugbank:DB06702,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB06702,Antispasmodics
http://bio2rdf.org/drugbank:DB06702,Anti-Incontinence-Agents
http://bio2rdf.org/drugbank:DB06702,Muscle-Relaxants
http://bio2rdf.org/drugbank:DB00392,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00392,Adrenergic-Antagonists
http://bio2rdf.org/drugbank:DB00392,Histamine-Antagonists
http://bio2rdf.org/drugbank:DB00392,Antidyskinetics
http://bio2rdf.org/drugbank:DB00572,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00572,Anti-Arrhythmia-Agents
http://bio2rdf.org/drugbank:DB00572,Bronchodilator-Agents
http://bio2rdf.org/drugbank:DB00572,Mydriatics
http://bio2rdf.org/drugbank:DB00572,Adjuvants
http://bio2rdf.org/drugbank:DB00572,Parasympatholytics
http://bio2rdf.org/drugbank:DB00804,Parasympatholytics
http://bio2rdf.org/drugbank:DB00804,Cholinergic-Antagonists
http://bio2rdf.org/drugbank:DB00804,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00804,Antispasmodics
http://bio2rdf.org/drugbank:DB08897,Antispasmodics
http://bio2rdf.org/drugbank:DB08897,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00747,Antispasmodics
http://bio2rdf.org/drugbank:DB00747,Adjuvants
http://bio2rdf.org/drugbank:DB00747,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00767,Antiemetics
http://bio2rdf.org/drugbank:DB00767,Antipsychotic-Agents
http://bio2rdf.org/drugbank:DB01019,Muscarinic-Agonists
http://bio2rdf.org/drugbank:DB01019,Parasympathomimetics
http://bio2rdf.org/drugbank:DB00670,Anti-Ulcer-Agents
http://bio2rdf.org/drugbank:DB00670,Antispasmodics
http://bio2rdf.org/drugbank:DB00670,Muscarinic-Antagonists
http://bio2rdf.org/drugbank:DB00958,Cross-Linking-Reagents
http://bio2rdf.org/drugbank:DB00958,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB01229,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB01229,Tubulin-Modulators
http://bio2rdf.org/drugbank:DB00441,Antiviral-Agents
http://bio2rdf.org/drugbank:DB00441,Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB00441,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB00441,Antimetabolites
http://bio2rdf.org/drugbank:DB00441,Radiation-Sensitizing-Agents
http://bio2rdf.org/drugbank:DB01248,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00515,Radiation-Sensitizing-Agents
http://bio2rdf.org/drugbank:DB00515,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00515,Cross-Linking-Reagents
http://bio2rdf.org/drugbank:DB00530,Protein-Kinase-Inhibitors
http://bio2rdf.org/drugbank:DB05210,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB05241,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB01112,Cephalosporins
http://bio2rdf.org/drugbank:DB01112,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB00766,Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB00766,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB01060,Penicillins
http://bio2rdf.org/drugbank:DB01060,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB00417,Penicillins
http://bio2rdf.org/drugbank:DB00417,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB01331,Cephalosporins
http://bio2rdf.org/drugbank:DB01331,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB00535,Cephalosporins
http://bio2rdf.org/drugbank:DB00535,Anti-Infective-Agents
http://bio2rdf.org/drugbank:DB00535,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB01150,Cephalosporins
http://bio2rdf.org/drugbank:DB01150,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB00301,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB00301,Penicillins
http://bio2rdf.org/drugbank:DB01212,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB01212,Cephalosporins
http://bio2rdf.org/drugbank:DB00833,Cephalosporins
http://bio2rdf.org/drugbank:DB00833,Anti-Bacterial-Agents
http://bio2rdf.org/drugbank:DB00948,Penicillins
http://bio2rdf.org/drugbank:DB01029,Antihypertensive-Agents
http://bio2rdf.org/drugbank:DB01029,Angiotensin-Receptor-Antagonists
http://bio2rdf.org/drugbank:DB01029,Angiotensin-II-Type-1-Receptor-Blockers
http://bio2rdf.org/drugbank:DB00678,Antihypertensive-Agents
http://bio2rdf.org/drugbank:DB00678,Anti-Arrhythmia-Agents
http://bio2rdf.org/drugbank:DB00678,Angiotensin-Receptor-Antagonists
http://bio2rdf.org/drugbank:DB00678,Angiotensin-II-Type-1-Receptor-Blockers
http://bio2rdf.org/drugbank:DB00421,Mineralocorticoid-Receptor-Antagonists
http://bio2rdf.org/drugbank:DB00421,Diuretics
http://bio2rdf.org/drugbank:DB00796,Angiotensin-Receptor-Antagonists
http://bio2rdf.org/drugbank:DB00796,Antihypertensive-Agents
http://bio2rdf.org/drugbank:DB00796,Angiotensin-II-Type-1-Receptor-Blockers
http://bio2rdf.org/drugbank:DB00700,Mineralocorticoid-Receptor-Antagonists
http://bio2rdf.org/drugbank:DB00177,Angiotensin-Receptor-Antagonists
http://bio2rdf.org/drugbank:DB01340,Angiotensin-Converting-Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB01340,Antihypertensive-Agents
http://bio2rdf.org/drugbank:DB00275,Angiotensin-II-Type-1-Receptor-Blockers
http://bio2rdf.org/drugbank:DB01092,Enzyme-Inhibitors
http://bio2rdf.org/drugbank:DB01092,Cardiotonic-Agents
http://bio2rdf.org/drugbank:DB01041,Teratogens
http://bio2rdf.org/drugbank:DB01041,Angiogenesis-Inhibitors
http://bio2rdf.org/drugbank:DB01041,Leprostatic-Agents
http://bio2rdf.org/drugbank:DB01041,Immunosuppressive-Agents
http://bio2rdf.org/drugbank:DB01411,Anti-Asthmatic-Agents
http://bio2rdf.org/drugbank:DB01411,Leukotriene-Antagonists
http://bio2rdf.org/drugbank:DB00640,Cardiovascular-Agents
http://bio2rdf.org/drugbank:DB00640,Vasodilator-Agents
http://bio2rdf.org/drugbank:DB00640,Anti-Arrhythmia-Agents
http://bio2rdf.org/drugbank:DB00640,Analgesics
http://bio2rdf.org/drugbank:DB00704,Narcotic-Antagonists
http://bio2rdf.org/drugbank:DB00704,Alcohol-Antagonists
http://bio2rdf.org/drugbank:DB00704,Central-Nervous-System-Depressants
http://bio2rdf.org/drugbank:DB00704,Appetite-Depressants
http://bio2rdf.org/drugbank:DB00608,Antirheumatic-Agents
http://bio2rdf.org/drugbank:DB00608,Antimalarials
http://bio2rdf.org/drugbank:DB00608,Amebicides
http://bio2rdf.org/drugbank:DB01427,Cardiotonic-Agents
http://bio2rdf.org/drugbank:DB01427,Phosphodiesterase-3-Inhibitors
http://bio2rdf.org/drugbank:DB01427,Vasodilator-Agents
http://bio2rdf.org/drugbank:DB01427,Calcium-Channel-Blockers
http://bio2rdf.org/drugbank:DB01407,Bronchodilator-Agents
http://bio2rdf.org/drugbank:DB01407,Adrenergic-beta-Agonists
http://bio2rdf.org/drugbank:DB01407,Sympathomimetics
http://bio2rdf.org/drugbank:DB01232,HIV-Protease-Inhibitors
http://bio2rdf.org/drugbank:DB01065,Central-Nervous-System-Depressants
http://bio2rdf.org/drugbank:DB01065,Antioxidants
http://bio2rdf.org/drugbank:DB00655,Anti-menopausal-Agents
http://bio2rdf.org/drugbank:DB00655,Estrogens
http://bio2rdf.org/drugbank:DB01108,Anti-adrenal-Agents
http://bio2rdf.org/drugbank:DB01108,Anticorticosteroid
http://bio2rdf.org/drugbank:DB00559,Antihypertensive-Agents
http://bio2rdf.org/drugbank:DB00977,Estrogens
http://bio2rdf.org/drugbank:DB00481,Selective-Estrogen-Receptor-Modulators
http://bio2rdf.org/drugbank:DB00481,Bone-Density-Conservation-Agents
http://bio2rdf.org/drugbank:DB00481,Estrogen-Antagonists
http://bio2rdf.org/drugbank:DB00481,Antihypocalcemic-Agents
http://bio2rdf.org/drugbank:DB00286,Estrogens
http://bio2rdf.org/drugbank:DB00890,Estrogens
http://bio2rdf.org/drugbank:DB01395,Mineralocorticoid-Receptor-Antagonists
http://bio2rdf.org/drugbank:DB00947,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00947,Estrogen-Antagonists
http://bio2rdf.org/drugbank:DB00367,Contraceptive-Agents
http://bio2rdf.org/drugbank:DB00367,Contraceptives
http://bio2rdf.org/drugbank:DB01196,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB01183,Central-Nervous-System-Depressants
http://bio2rdf.org/drugbank:DB01183,Narcotic-Antagonists
http://bio2rdf.org/drugbank:DB00294,Contraceptive-Agents
http://bio2rdf.org/drugbank:DB00783,Anti-menopausal-Agents
http://bio2rdf.org/drugbank:DB00783,Estrogens
http://bio2rdf.org/drugbank:DB00783,Contraceptive-Agents
http://bio2rdf.org/drugbank:DB00823,Contraceptives
http://bio2rdf.org/drugbank:DB00957,Contraceptives
http://bio2rdf.org/drugbank:DB00957,Contraceptive-Agents
http://bio2rdf.org/drugbank:DB00304,Contraceptives
http://bio2rdf.org/drugbank:DB00304,Progestins
http://bio2rdf.org/drugbank:DB00351,Appetite-Stimulants
http://bio2rdf.org/drugbank:DB00351,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00603,Contraceptive-Agents
http://bio2rdf.org/drugbank:DB00603,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00882,Estrogen-Antagonists
http://bio2rdf.org/drugbank:DB00882,Selective-Estrogen-Receptor-Modulators
http://bio2rdf.org/drugbank:DB00882,Fertility-Agents
http://bio2rdf.org/drugbank:DB00834,Hormone-Antagonists
http://bio2rdf.org/drugbank:DB00834,Abortifacient-Agents
http://bio2rdf.org/drugbank:DB00834,Luteolytic-Agents
http://bio2rdf.org/drugbank:DB00834,Contraceptives
http://bio2rdf.org/drugbank:DB00834,Menstruation-Inducing-Agents
http://bio2rdf.org/drugbank:DB00255,Carcinogens
http://bio2rdf.org/drugbank:DB00255,Estrogens
http://bio2rdf.org/drugbank:DB00717,Contraceptives
http://bio2rdf.org/drugbank:DB00539,Antineoplastic-Agents
http://bio2rdf.org/drugbank:DB00539,Selective-Estrogen-Receptor-Modulators
http://bio2rdf.org/drugbank:DB00539,Bone-Density-Conservation-Agents
http://bio2rdf.org/drugbank:DB00269,Estrogens
http://bio2rdf.org/drugbank:DB00269,Antineoplastic-Agents
